time,index
149,10.13018104797623
150,10.105604935356064
151,10.080958212985745
152,10.056247755904428
153,10.03148145723646
154,10.006668733375946
155,9.981820325299255
156,9.956947689775902
157,9.932062893796699
158,9.90717817325754
159,9.882305774537977
160,9.857458279976976
161,9.832648128213519
162,9.807887070442197
163,9.783186351596893
164,9.758556842716196
165,9.734009218754679
166,9.709554584347767
167,9.685204143186885
168,9.660968310942616
169,9.636856776484164
170,9.612878292606675
171,9.589040589591837
172,9.565350996078
173,9.54181628092477
174,9.518442423658604
175,9.495234919245306
176,9.472198829269423
177,9.449339170221373
178,9.426661706785918
179,9.404172691400053
180,9.381878202685948
181,9.359784014036919
182,9.337894931068035
183,9.316214992016752
184,9.294748552042604
185,9.273499859247764
186,9.252472633817625
187,9.231670328765466
188,9.21109577713663
189,9.190751592882501
190,9.170641224118375
191,9.150768556842614
192,9.131137267347636
193,9.111750851670594
194,9.09261201954719
195,9.073722744517898
196,9.055085024711872
197,9.03670060979894
198,9.01857086049601
199,9.000696810695354
200,8.983078683642667
201,8.965716278098194
202,8.948609801537305
203,8.931759622114063
204,8.91516602499958
205,8.898828944111742
206,8.882746906506728
207,8.866917182455119
208,8.851336493875548
209,8.836000563534778
210,8.82090402623146
211,8.806040553921227
212,8.791402502378379
213,8.77698134838778
214,8.76276852319083
215,8.748755173977683
216,8.734931797508766
217,8.721288201802217
218,8.707812882691988
219,8.694493113541425
220,8.681315570495975
221,8.668266284013896
222,8.655330945897287
223,8.642495115047716
224,8.629744004631357
225,8.61706299535403
226,8.604438290207527
227,8.591856781630257
228,8.579305857811098
229,8.56677322358218
230,8.554246186364923
231,8.541711922684911
232,8.529158332503743
233,8.51657389716898
234,8.503947846331155
235,8.491270351631583
236,8.478532131823558
237,8.46572478468787
238,8.452841285858018
239,8.439875782804412
240,8.426823458357525
241,8.413680266107079
242,8.400442167197998
243,8.387105206594354
244,8.373665956937744
245,8.360121485917226
246,8.346469807795172
247,8.332709692772859
248,8.318839841688419
249,8.3048592940095
250,8.290767905600362
251,8.276566163567544
252,8.262255405253782
253,8.247837365994094
254,8.233312988407334
255,8.218682645053095
256,8.203946628339462
257,8.189105008567372
258,8.174158211922473
259,8.159107067510778
260,8.143952338816543
261,8.128695143467047
262,8.113337267205948
263,8.097881201026466
264,8.082330489855641
265,8.066689333777136
266,8.050961627444496
267,8.035150995122248
268,8.019260843753976
269,8.003294547484746
270,7.987256546119168
271,7.9711521813875095
272,7.95498710468907
273,7.938767782484746
274,7.922501575263795
275,7.9061966762735665
276,7.889862443702594
277,7.873508847930527
278,7.857145437746928
279,7.840781496797679
280,7.8244263471397915
281,7.808089327688349
282,7.791780502208129
283,7.7755106823505065
284,7.75929101793256
285,7.743133251725303
286,7.727049626426125
287,7.711052797928839
288,7.6951560150891165
289,7.6793726834407
290,7.663715701681272
291,7.648197440235463
292,7.632829747034222
293,7.6176240467234475
294,7.602592015356116
295,7.587745356887449
296,7.573095200485491
297,7.558652325587612
298,7.544427092152528
299,7.5304293088161165
300,7.516668479873576
301,7.503153365331267
302,7.489891239386096
303,7.476887968337228
304,7.46414812366704
305,7.451675063588458
306,7.439471601800583
307,7.42754009122095
308,7.4158822821819435
309,7.4044995901825175
310,7.39339301520158
311,7.382563349283429
312,7.372011668849253
313,7.361739018084003
314,7.351745880335471
315,7.342032193887121
316,7.33259717023914
317,7.323439627674563
318,7.314559061234998
319,7.305955556261815
320,7.297629536773566
321,7.289581981701911
322,7.281813980919524
323,7.274326691745105
324,7.267121568788137
325,7.2601998926482825
326,7.253562317116598
327,7.247208736046291
328,7.241138016457623
329,7.235348297629013
330,7.22983789211788
331,7.224605422521597
332,7.219649999253686
333,7.214971215695282
334,7.210568323415568
335,7.2064404353584495
336,7.20258692613094
337,7.199007009881763
338,7.1956996527660495
339,7.1926634682653035
340,7.189896296772566
341,7.18739563846078
342,7.185159547887898
343,7.1831865233951975
344,7.181475391657017
345,7.180025351304653
346,7.178835341510537
347,7.1779040151775355
348,7.177229942369928
349,7.176811241757779
350,7.176645445782486
351,7.176729424027279
352,7.177059145649668
353,7.177629966704802
354,7.178437239771009
355,7.179476448400848
356,7.180743430588836
357,7.182234420772201
358,7.183945561698793
359,7.18587314964338
360,7.188014013043943
361,7.190365245582662
362,7.192924110313118
