time,price
1987-05-20,16.82619879184591
1987-05-21,16.82230660549826
1987-05-22,16.818443964795396
1987-05-25,16.814611087789633
1987-05-26,16.810808051718478
1987-05-27,16.807035017541626
1987-05-28,16.803292296405385
1987-05-29,16.79958018109611
1987-06-01,16.79589900488309
1987-06-02,16.79224908008983
1987-06-03,16.788630550312785
1987-06-04,16.785043569933134
1987-06-05,16.78148831719726
1987-06-08,16.777964893813216
1987-06-09,16.774473402220853
1987-06-10,16.77101387761514
1987-06-11,16.767586223398617
1987-06-12,16.76419040368796
1987-06-16,16.760826507344593
1987-06-17,16.757494638188778
1987-06-18,16.75419498731631
1987-06-19,16.750927714294487
1987-06-22,16.747692794029916
1987-06-23,16.74449024866189
1987-06-24,16.74132015176067
1987-06-25,16.738182523058605
1987-06-26,16.73507743201088
1987-06-29,16.73200490456279
1987-06-30,16.72896484763431
1987-07-01,16.725957232954695
1987-07-02,16.722982128306622
1987-07-03,16.720039594439104
1987-07-06,16.71712974364991
1987-07-07,16.7142526527473
1987-07-08,16.711408245961547
1987-07-09,16.70859644686045
1987-07-10,16.705817171274063
1987-07-13,16.703070293779984
1987-07-14,16.700355743799538
1987-07-15,16.6976734009333
1987-07-16,16.695023053820353
1987-07-17,16.692404557752724
1987-07-20,16.689817851015043
1987-07-21,16.687262913255218
1987-07-22,16.684739837524287
1987-07-23,16.68224870739315
1987-07-24,16.67978949435748
1987-07-27,16.67736224095951
1987-07-28,16.674967052728157
1987-07-29,16.672604009667385
1987-07-30,16.670273233607617
1987-07-31,16.667974822087285
1987-08-03,16.665708784098232
1987-08-04,16.663475207976276
1987-08-05,16.661274312661508
1987-08-06,16.659106323785323
1987-08-07,16.65697151878973
1987-08-10,16.65487015562164
1987-08-11,16.652802343782678
1987-08-12,16.650768195746235
1987-08-13,16.648767825374943
1987-08-14,16.646801292773954
1987-08-17,16.64486869092129
1987-08-18,16.642970045867713
1987-08-19,16.641105263943462
1987-08-20,16.63927433301038
1987-08-21,16.63747737461933
1987-08-24,16.6357145556889
1987-08-25,16.633986173425427
1987-08-26,16.632292497406123
1987-08-27,16.63063360524266
1987-08-28,16.629009645845272
1987-08-31,16.627420834231284
1987-09-01,16.6258673219937
1987-09-02,16.624349302069042
1987-09-03,16.622866903536043
1987-09-04,16.62142009643292
1987-09-07,16.620008921913964
1987-09-08,16.61863354759635
1987-09-09,16.6172941080147
1987-09-10,16.61599076832395
1987-09-11,16.614723670594987
1987-09-14,16.6134928030011
1987-09-15,16.612298167961193
1987-09-16,16.6111397990281
1987-09-17,16.61001765740422
1987-09-18,16.608931694576263
1987-09-21,16.607881812315842
1987-09-22,16.606867805697544
1987-09-23,16.605889539728068
1987-09-24,16.60494702432561
1987-09-25,16.604040305110075
1987-09-28,16.603169529352517
1987-09-29,16.602334859310325
1987-09-30,16.601536337309003
1987-10-01,16.6007741000086
1987-10-02,16.600048395757092
1987-10-05,16.599359400386714
1987-10-06,16.598707248006686
1987-10-07,16.598092016688224
1987-10-08,16.597513625566524
1987-10-09,16.59697206787562
1987-10-12,16.596467543087186
1987-10-13,16.596000204420633
1987-10-14,16.59557020050572
1987-10-15,16.595177695140773
1987-10-16,16.594822706387152
1987-10-19,16.594505287586024
1987-10-20,16.594225582922355
1987-10-21,16.593983642627446
1987-10-22,16.593779453228095
1987-10-23,16.59361296168526
1987-10-26,16.59348399598963
1987-10-27,16.593392441868765
1987-10-28,16.593338357883365
1987-10-29,16.593321807837775
1987-10-30,16.593342909826994
1987-11-02,16.59340178851949
1987-11-03,16.59349842061816
1987-11-04,16.59363284231467
1987-11-05,16.59380517956554
1987-11-06,16.594015484151054
1987-11-09,16.5942637867029
1987-11-10,16.594550068389797
1987-11-11,16.594874170399333
1987-11-12,16.59523598186671
1987-11-13,16.595635523672836
1987-11-16,16.596072772621095
1987-11-17,16.59654770242147
1987-11-18,16.597060286084563
1987-11-19,16.597610383182005
1987-11-20,16.598197874001208
1987-11-23,16.598822695547597
1987-11-24,16.599484719100516
1987-11-25,16.60018377875853
1987-11-26,16.600919683691554
1987-11-27,16.601692166152315
1987-11-30,16.602501005855487
1987-12-01,16.603346106997034
1987-12-02,16.60422739114304
1987-12-03,16.60514483534917
1987-12-04,16.6060984421792
1987-12-07,16.60708814152728
1987-12-08,16.60811393374996
1987-12-09,16.609175913885633
1987-12-10,16.610274129752423
1987-12-11,16.611408594054698
1987-12-14,16.6125792935053
1987-12-15,16.61378611638184
1987-12-16,16.615029009435908
1987-12-17,16.61630807878474
1987-12-18,16.617623408316845
1987-12-21,16.618975085328753
1987-12-22,16.620363204285624
1987-12-23,16.621787740337655
1987-12-24,16.62324868455762
1987-12-28,16.624746077051622
1987-12-29,16.626279889471295
1987-12-30,16.62785006394998
1987-12-31,16.629456498263608
1988-01-04,16.63109898658465
1988-01-05,16.632777382654268
1988-01-06,16.63449168482941
1988-01-08,16.63624191259665
1988-01-11,16.638028161856965
1988-01-12,16.639850522687894
1988-01-13,16.641708934350856
1988-01-14,16.64360339466514
1988-01-15,16.64553397526024
1988-01-18,16.64750068351887
1988-01-19,16.649503529517414
1988-01-20,16.651542472084582
1988-01-21,16.65361733376804
1988-01-22,16.655727989301763
1988-01-25,16.657874432680764
1988-01-27,16.660056620690945
1988-01-28,16.662274518830294
1988-01-29,16.664528081241233
1988-02-01,16.666817138542232
1988-02-02,16.669141535127103
1988-02-03,16.671501154545734
1988-02-04,16.673895814271404
1988-02-05,16.676325306147135
1988-02-08,16.67878938529217
1988-02-09,16.681287719687756
1988-02-10,16.68382002506569
