time,price
129,34.97090611303389
130,34.975344557926505
131,34.979751483896194
132,34.98411454231969
133,34.9884196843733
134,34.99265123489191
135,34.99679193044222
136,35.000823045628756
137,35.00472522236844
138,35.00847871101461
139,35.012063546438725
140,35.0154601108711
141,35.01864937277348
142,35.021613363346454
143,35.024335815169756
144,35.02680204446194
145,35.028998517469425
146,35.03091284241145
147,35.0325334849944
148,35.03385015410783
149,35.034854995788265
150,35.035542669090255
151,35.0359104897557
152,35.03595881766403
153,35.03569073881461
154,35.03511225030789
155,35.03423254516666
156,35.03306360958292
157,35.03161980143443
158,35.02991770494507
159,35.02797585248924
160,35.02581502564039
161,35.02345919776385
162,35.02093602953246
163,35.01827770001714
164,35.01552131295605
165,35.01270861283454
166,35.009886450569915
167,35.00710700405595
168,35.00442695834552
169,35.00190638521843
170,34.99960753799442
171,34.99759299718834
172,34.99592519540473
173,34.994666969135196
174,34.99388023392025
175,34.993624904964854
176,34.99395886027684
177,34.994937394738564
178,34.996613227878136
179,34.99903717668748
180,35.002256513467024
181,35.0063121503898
182,35.01123791815344
183,35.017059299259884
184,35.02379336021017
185,35.031451073376104
186,35.040037365330555
187,35.04955151341312
188,35.0599881559385
189,35.07133681199112
190,35.083583223124066
191,35.096711276879304
192,35.11070127740657
193,35.12552701282328
194,35.14115402207407
195,35.1575359899125
196,35.174614784311466
197,35.192323857993564
198,35.21058650756183
199,35.229314848014454
200,35.24841217077969
201,35.26777415221636
202,35.287291950012126
203,35.306857686992636
204,35.32636420581405
205,35.345702359891206
206,35.36476387897419
207,35.38344299834732
208,35.40163689267294
209,35.419248816821344
210,35.43618808626616
211,35.45236864860123
212,35.46771321759625
213,35.482158709119815
214,35.495658271886064
215,35.50818491797411
216,35.51973052813593
217,35.53029928685219
218,35.53990702315258
219,35.54857918745493
220,35.556348864945384
221,35.563259681924734
222,35.569361973138854
223,35.57470739395799
224,35.57935360579317
225,35.583370858984566
226,35.58684597404317
227,35.58989130667525
228,35.59264334802028
229,35.595252598315774
230,35.59788775722057
231,35.600738462024104
232,35.60401244818237
233,35.60793901212657
234,35.61276535962174
235,35.61874824269258
236,35.62615838905478
237,35.63528746950503
238,35.64644705260619
239,35.6599713699718
240,35.67621617871392
241,35.69555032579211
242,35.71835659503083
243,35.74503279128734
244,35.77598779346657
245,35.8116413280519
246,35.85242103765858
247,35.89875681771626
248,35.951085549387386
249,36.009860375694906
250,36.07555416080504
251,36.14866719283023
252,36.229728988120925
253,36.31929187635601
254,36.417937740847115
255,36.52628530754583
256,36.64498631499993
257,36.77472344301191
258,36.91620700367132
259,37.07016525988483
260,37.237349778403484
261,37.41854937296434
262,37.61458801030294
263,37.82632565655977
264,38.05465221830684
265,38.30046517725149
266,38.564663372370276
267,38.84814013219977
268,39.15176981136415
269,39.476403915595554
270,39.82285423879057
271,40.19186925937232
272,40.58413736805034
273,41.00029812937372
274,41.44094094367286
275,41.906615271431846
276,42.39781709205002
277,42.91495071276268
278,43.458328199407774
279,44.02816688087573
280,44.62458048959753
281,45.2475944489332
282,45.89713746528347
283,46.57302498510573
284,47.274967757570636
285,48.00257564853867
286,48.755360782228074
287,49.53275254291282
288,50.33407811666623
289,51.15852166873753
290,52.005111388862744
291,52.87269451112567
292,53.75992962112493
293,54.66531158208203
294,55.587149501323076
295,56.52354108714224
296,57.47241422975176
297,58.43158086299228
298,59.39878235057763
299,60.37177200919985
300,61.34833014387517
301,62.326227477264744
302,63.30329118607424
303,64.27746784617781
304,65.24682069126601
305,66.20955100124647
306,67.163996217268
307,68.10858500412618
308,69.04190988783057
309,69.9628571109209
310,70.87062797165841
311,71.76478760202767
312,72.64526234934462
313,73.51222469724698
314,74.36610046454598
315,75.20757481790287
316,76.03755282072
317,76.85719269858635
318,77.66785028985304
319,78.47097786324747
320,79.2682167105695
321,80.06154912851841
322,80.85336366101998
323,81.64660480540456
324,82.44476268528263
325,83.251694783292
326,84.07171549036623
327,84.90967889241833
328,85.7708621976336
329,86.66090439450075
330,87.58567441031376
331,88.55100805719776
332,89.56272970779952
333,90.62680049766293
334,91.74917491362928
335,92.93570996828653
336,94.19214937526796
337,95.5239733688512
338,96.93640882896233
339,98.43452591492954
340,100.02305114702543
341,101.70612086953616
342,103.48720093918624
343,105.36891711699663
344,107.35311260662064
345,109.4411688354568
346,111.6340235727628
347,113.9322433594056
348,116.33610861401797
349,118.8454620768555
350,121.45988656346562
351,124.17897759734278
352,127.0021159080067
353,129.92815211578878
354,132.95523882025267
355,136.08042561343504
356,139.2997351964164
357,142.6086554508293
358,146.0019366512626
359,149.47343587180447
360,153.01632488769232
361,156.6230536936945
362,160.2855982512343
363,163.995983112292
364,167.74614370798892
365,171.52759590075732
366,175.33162965762008
367,179.14933923819675
368,182.97169105148632
369,186.78993358233737
370,190.5955754816557
371,194.38026416045687
372,198.13609939318093
373,201.85589940614204
374,205.53338033108204
375,209.16351197810513
376,212.74233624797472
377,216.26638942543377
378,219.73260919787603
379,223.1380662527753
380,226.47985149658967
381,229.75544424235164
382,232.96235675741337
383,236.09765700498852
384,239.15833805397583
385,242.14172719167485
386,245.04576998473885
387,247.86974504859288
388,250.6140522155175
389,253.27932364199302
390,255.8667225605905
391,258.37811749758635
392,260.8158344697785
393,263.1829554390983
394,265.48300260692133
395,267.71923940978536
396,269.8949998678521
397,272.01417673736097
398,274.08109764837224
399,276.1007055812277
400,278.0784050287343
401,280.0193382577432
402,281.92840128135003
403,283.8102786758288
404,285.6691005644866
405,287.50841541771865
406,289.3309134162117
407,291.13792744458544
408,292.92977457953083
409,294.7064363323332
410,296.4677622536307
411,298.213997534585
412,299.94583332344683
413,301.6637894695561
414,303.3686798891691
415,305.0621500977663
416,306.7462778931531
417,308.423320544516
418,310.0954040727105
419,311.7636999234403
420,313.4288018170828
421,315.0918065253976
422,316.7540484281365
423,318.4170207549489
424,320.0825468111373
425,321.7521821767823
426,323.42744613822447
427,325.1103825864312
428,326.8030824631967
429,328.50722436438946
430,330.2240032588518
431,331.9537145857637
432,333.6959701508704
433,335.45052548036944
434,337.2173095341306
435,338.99658463560144
436,340.7891387164532
437,342.5958872321662
438,344.41814298513856
439,346.2580306149787
440,348.11807149273335
441,350.0007393730623
442,351.9082071719411
443,353.841750039101
444,355.8018690475464
445,357.78901355094825
446,359.8032400475513
447,361.84389218044095
448,363.9098694625892
449,365.9995248390492
450,368.11082010019726
451,370.24181270644266
452,372.3902068886765
453,374.5525336377222
454,376.7242422660902
455,378.8996889163233
456,381.0721088738879
457,383.2342343247367
458,385.3783170709017
459,387.4960217145407
