time,sp500
318,5.000225694670663
319,5.001958422680455
320,5.004004441305333
321,5.006366582734557
322,5.009047780789698
323,5.012050985230212
324,5.015379135302708
325,5.019034907025904
326,5.023020464863182
327,5.027337391010982
328,5.031986670417552
329,5.036968834009417
330,5.042284385707762
331,5.047933927478485
332,5.053918244406214
333,5.060238298446318
334,5.066894819579844
335,5.073888362468157
336,5.08121943684207
337,5.0888882853301665
338,5.096894843624757
339,5.105238728417932
340,5.113919153524143
341,5.122935202907037
342,5.132286339418616
343,5.141972402258705
344,5.15199351946733
345,5.162350163735288
346,5.173042857101146
347,5.184072077001347
348,5.1954382550057
349,5.207141540828326
350,5.219181670842588
351,5.231557925361883
352,5.244269104139323
353,5.257313617752837
354,5.270689720042411
355,5.284395614284231
356,5.298429555915925
357,5.312789870650353
358,5.327474751586705
359,5.342482292919732
360,5.357810519435086
361,5.373457248083606
362,5.38942003687446
363,5.405696198153645
364,5.422282836693427
365,5.439177076030926
366,5.456376480766455
367,5.473879120216338
368,5.491683531550286
369,5.509788819799048
370,5.528194500103736
371,5.546900342536964
372,5.565906196073139
373,5.585211728518797
374,5.6048161876349365
375,5.624718318237011
376,5.644916437517037
377,5.665408473329032
378,5.686192170796014
379,5.707265215050696
380,5.728625275790854
381,5.7502699814389935
382,5.772196651403935
383,5.794402228854814
384,5.81688318762958
385,5.83963542824033
386,5.862654367198582
387,5.8859349574725845
388,5.909471795336811
389,5.933259325314474
390,5.957292078455295
391,5.9815648166839495
392,6.006072613221059
393,6.030810819920817
394,6.055774804830452
395,6.080959777279044
396,6.106360518156172
397,6.131971265444633
398,6.157785833003646
399,6.183797499863134
400,6.2099990187124
401,6.236382693162271
402,6.262940374050745
403,6.289663646205998
404,6.316544092235647
405,6.34357323765901
406,6.370742375215115
407,6.398042566295859
408,6.425464488008069
409,6.452998437841268
410,6.4806345469821895
411,6.5083627739047065
412,6.536172989439862
413,6.564055165782464
414,6.591999515047021
415,6.619996659638664
416,6.648037814102878
417,6.676114764295388
418,6.704219689178388
419,6.732345030664047
420,6.760483201325632
421,6.7886264869688056
422,6.816767127144414
423,6.844897180506491
424,6.873008523264923
425,6.901092962885211
426,6.9291423461687165
427,6.957148737815607
428,6.985104658701563
429,7.013003006902087
430,7.040836751710398
431,7.068598957041075
432,7.096282716380698
433,7.1238810876150716
434,7.15138727417496
435,7.178794599507722
436,7.206096495548051
437,7.233286715107503
438,7.260359549405625
439,7.287309930609355
440,7.3141335461647925
441,7.340826809160459
442,7.36738661260347
443,7.393810221924138
444,7.420095084936012
445,7.446238711254525
446,7.47223873760836
447,7.498092821413161
448,7.523798605836214
449,7.549353761566322
450,7.574755984428772
451,7.600003118442924
452,7.625093351686934
453,7.650025164452234
454,7.674797172364973
455,7.699408099257794
456,7.723856612977106
457,7.748141273450511
458,7.772260622252206
459,7.796213156421716
460,7.819997407553031
461,7.843612075769086
462,7.867056166298914
463,7.8903290913096775
464,7.913430728976168
465,7.936361447923261
466,7.959122023389761
467,7.981713468213049
468,8.004136735313594
469,8.026392548173119
470,8.04848127126123
471,8.070402809493407
472,8.092156712450272
473,8.113742142166737
474,8.135157867954867
475,8.156402408681686
476,8.177474142825
477,8.198371305391817
478,8.219091918421293
479,8.23963371591403
480,8.259993937163497
481,8.280169338024931
482,8.300156336419388
483,8.319950991577402
484,8.339549116108088
485,8.358946371290715
486,8.378138285315165
487,8.397120430602856
488,8.415888621597023
489,8.434438874862954
490,8.45276728066991
491,8.47086982911819
492,8.488742004886735
493,8.506378692286775
494,8.523774235285922
495,8.54092226869105
496,8.557815745506119
497,8.574446886614743
498,8.590807010153968
499,8.606886758417515
500,8.62267645334917
501,8.638166104624707
502,8.653345438993137
503,8.668203860640856
504,8.682730087448444
505,8.696912219911853
506,8.71073794094984
507,8.724194486736106
508,8.737268872511779
509,8.749948033434501
510,8.762218875638606
511,8.77406854970106
512,8.785484721873065
513,8.7964556493377
514,8.806970210242579
515,8.817017756614451
516,8.826587676875324
517,8.835669320321642
518,8.844251994814073
519,8.852324884667755
520,8.859877295065877
521,8.86689871359538
522,8.87337885757501
523,8.87930792904241
524,8.884676805576765
525,8.889477052158947
526,8.893700827469626
527,8.897340854906282
528,8.90039026419466
529,8.902842548495581
530,8.904691650124764
531,8.905932006861278
532,8.906558770829854
533,8.906568033025705
534,8.905957095881547
535,8.904724629604543
536,8.902870687610145
537,8.900396806921854
538,8.897305968340605
539,8.893602403056214
540,8.889291301192053
541,8.884378605694314
542,8.8788708086653
543,8.872774883285585
544,8.866098469899589
545,8.858849776860769
546,8.851037497907889
547,8.842671000118804
548,8.833760460304857
549,8.824316918053269
550,8.814352354511644
551,8.803879542054807
552,8.792911647547006
553,8.78146217638268
554,8.769544926821172
555,8.75717404289494
556,8.744364456264048
557,8.731132065814892
558,8.717493984179528
559,8.703468793629218
560,8.689076550691409
561,8.674339077719601
562,8.659280264351612
563,8.643925790058917
564,8.628302624632079
565,8.612438794265561
566,8.59636292692219
567,8.58010433267083
568,8.563693698843716
569,8.547162944294683
570,8.530545160707035
571,8.513874737615676
572,8.497186972050898
573,8.480518073847762
574,8.463905250334783
575,8.44738630099723
576,8.430999212909594
577,8.414781864559078
578,8.398771565429742
579,8.383005162354081
580,8.367519627174644
581,8.352352104539241
582,8.337540164250699
583,8.323121749738826
584,8.309134483462978
585,8.29561576722964
586,8.28260286884327
587,8.270132563257135
588,8.258241072961127
589,8.24696379554257
590,8.23633481462897
591,8.2263870215786
592,8.217152459218555
593,8.208662291031802
594,8.200946992275119
595,8.194036229414486
596,8.187958279189875
597,8.182739924187066
598,8.178406216780257
599,8.174980282135827
600,8.172483496513093
601,8.170935141640717
602,8.170351958919849
603,8.170748470335967
604,8.172137448923332
605,8.174530301143276
606,8.177937911946122
607,8.182370675745483
608,8.187837942270283
609,8.194348479780881
610,8.201910751053553
611,8.21053266176456
612,8.220221584531815
613,8.230984074074865
614,8.242825254033932
615,8.255749218669656
616,8.269759907030245
617,8.284861203291578
618,8.301057381345444
619,8.318353005736768
620,8.336751925649319
621,8.356257149002875
622,8.37687048745919
623,8.398592110336145
624,8.421420705828178
625,8.445352720686953
626,8.470381328311245
627,8.4964968937854
628,8.523687813481704
629,8.551940910014597
630,8.581242612411659
631,8.611578572412116
632,8.642931943072949
633,8.675283841611838
634,8.70861357919631
635,8.742898391913062
636,8.778114378925387
637,8.814236155855935
638,8.851235954872523
639,8.889084416604062
640,8.927751406828277
641,8.96720644618153
642,9.007419923755538
643,9.048362857536404
644,9.090005573312629
645,9.132317840690842
646,9.175268511087337
647,9.21882564516863
648,9.262957980288292
649,9.307634439027373
650,9.352823330281568
651,9.398492928154946
652,9.444611461611641
653,9.491147660281584
654,9.53807227841721
655,9.585357692270852
656,9.632976887380348
657,9.680903804357321
658,9.72911302155524
659,9.777579947703643
660,9.826282099357512
661,9.87519890865594
662,9.924311432789859
663,9.973602797527711
664,10.023058038266266
665,10.072664637186724
666,10.12241370413626
667,10.172299393188935
668,10.222317799949618
669,10.27246649771584
670,10.32274311682194
671,10.373145240826197
672,10.423671477738386
673,10.474320385647745
674,10.525089490435608
675,10.575975652732673
676,10.62697495351756
677,10.678083153774615
678,10.729297107672123
679,10.780613863992803
680,10.832028745297363
681,10.883535344465418
682,10.93512481142011
683,10.98678595496429
684,11.03850713822557
685,11.090276165995064
686,11.142080239038654
687,11.19390675735084
688,11.245743122311007
689,11.297577918034392
690,11.349402953808486
691,11.401212417278918
692,11.453001194551781
693,11.504764372556435
694,11.55649531747852
695,11.60818631190676
696,11.659831605681905
697,11.71142640733325
698,11.762966024824308
699,11.81444647393555
700,11.865863171478301
701,11.917211771343545
702,11.96849043637024
703,12.01969857736135
704,12.070835204470482
705,12.12189872002524
706,12.172885226677186
707,12.223788893934064
708,12.274604298079955
709,12.325325984123623
710,12.375948496293084
711,12.42646652984126
712,12.476873219949907
713,12.527161071000187
714,12.57732379708442
715,12.627355425799077
716,12.677249730674722
717,12.726999487433899
718,12.776593949336982
719,12.826019350195674
720,12.875260814195915
721,12.924301423059205
722,12.973122135139416
723,13.021701943925525
724,13.070016550292786
725,13.11803911272368
726,13.16574174362312
727,13.213094756003326
728,13.260066003780043
729,13.306620551985286
730,13.352719119331674
731,13.398318652142281
732,13.44337421722866
733,13.48783926695809
734,13.531666908496424
735,13.574810427750815
736,13.617222362166945
737,13.658855975131315
738,13.699666972426172
739,13.739612964852707
740,13.778653018066855
741,13.816747126109973
742,13.85385429276459
743,13.889933516341786
744,13.92494649842316
745,13.95885742221502
746,13.99163354655657
747,14.023245531686722
748,14.053665663522422
749,14.082868415178218
750,14.110831288967557
751,14.137533929687294
752,14.162957912700037
753,14.18708566371172
754,14.209898125763067
755,14.23137550540955
756,14.251499251479284
757,14.270252405897342
758,14.287621502484171
759,14.303596026448604
760,14.318165305381399
761,14.331319793560988
762,14.343052392811876
763,14.353357653768972
764,14.362232671132327
765,14.369675847443313
766,14.37568366288223
767,14.380251770604161
768,14.383376930905742
769,14.38505679523649
770,14.385291565956235
771,14.384083908114926
772,14.381436802895642
773,14.377354410394458
774,14.371842635465084
775,14.364908872121202
776,14.356563169938772
777,14.346817099445984
778,14.33568123607259
779,14.323165835270384
780,14.309281685233334
781,14.29404085636211
782,14.277459767612878
783,14.259558826654244
784,14.240360375265094
785,14.219890090208485
786,14.19817737794159
787,14.175254880063061
788,14.151159237567784
789,14.125929692040438
790,14.099605405459458
791,14.072226121818039
792,14.04383345806802
793,14.01447087464066
794,13.984185390071001
795,13.953027467809559
796,13.92104926308258
797,13.88830490974557
798,13.854849905424041
799,13.820740442691521
800,13.786033778781702
801,13.750786852849473
802,13.715054428299918
803,13.678889443912396
804,13.642343732173815
805,13.605468500655736
806,13.56831629101175
807,13.53094038767121
808,13.493392561760178
809,13.45572353579381
810,13.41798262279244
811,13.38021703084566
812,13.342472577087532
813,13.304792626582135
814,13.267216491832679
815,13.22977987426767
816,13.192515387559952
817,13.15545310592606
818,13.118622487054749
819,13.082052394446826
820,13.04577015281806
821,13.009801790510663
822,12.974171085204354
823,12.938900012897207
824,12.904010578392477
825,12.869523769432305
826,12.835458267350457
827,12.801830863849325
828,12.768656086632832
829,12.73594745001729
830,12.703720703018305
831,12.6719934589733
832,12.640784083175967
833,12.610112163712559
834,12.579997005636647
835,12.550457351065766
836,12.521512212191553
837,12.493179596821044
838,12.465475509607892
839,12.438413713507481
840,12.412004959553311
841,12.386258043238321
842,12.361182437015149
843,12.336788446448244
844,12.31308730360097
845,12.29009073913247
846,12.267808000967168
847,12.246246279938768
848,12.225412095337768
849,12.205309910992545
850,12.185941993070587
851,12.167308493678073
852,12.149406607574512
853,12.132232168240112
854,12.115782562862021
855,12.100056441944817
856,12.085053038965562
857,12.070772255387046
858,12.057212650095458
859,12.044371236355124
860,12.032244268832343
861,12.020826365128784
862,12.010110606858353
863,12.000088611400377
864,11.990750071649732
865,11.982083836301976
866,11.97407962170419
867,11.966728245773497
868,11.960021856872485
869,11.95395371524897
870,11.948516409788645
871,11.943702388699688
872,11.939505235943416
873,11.935919007423736
874,11.93293838782968
875,11.93055896120654
876,11.928776712371059
877,11.927589299683664
878,11.926998200233102
879,11.927008656588974
880,11.927629447290506
881,11.92887279957016
882,11.930752656591162
883,11.933284248696083
884,11.936484063209662
885,11.940368888563128
886,11.94495570346108
887,11.950261042799191
888,11.956299975173255
889,11.963086842777562
890,11.970636663256602
891,11.978965310943066
892,11.988090092739245
893,11.998028976896926
894,12.008797868197618
895,12.020410726123243
896,12.032879931312667
897,12.046215731560999
898,12.060427472097636
899,12.075523690027278
900,12.091511731211327
901,12.10839908153565
902,12.126194622997712
903,12.144909210094253
904,12.164556555886746
905,12.185152496538908
906,12.206712608296918
907,12.229251652480604
908,12.25278265332951
909,12.277316767267328
910,12.3028653612947
911,12.32943933159114
912,12.357048204302663
913,12.385701156711924
914,12.415407108375964
915,12.446175320418888
916,12.478016912473995
917,12.51094386066057
918,12.54496684777974
919,12.580095532293445
920,12.616338435571087
921,12.65370293758092
922,12.692197103509033
923,12.731829648942291
924,12.772609574134542
925,12.814547202292907
926,12.857654522215938
927,12.901945666134857
928,12.94743787625217
929,12.994150751565808
930,13.042104566027634
931,13.09131978215539
932,13.141815998793932
933,13.193611734461161
934,13.246725735075183
935,13.301176102885341
936,13.356979302373956
937,13.41415091025475
938,13.472705919431483
939,13.5326592003845
940,13.594026817067487
941,13.656825091427484
942,13.721068362960656
943,13.78676923222068
944,13.853938499873927
945,13.922585045420167
946,13.992717487963567
947,14.064344136027103
948,14.137472592208205
949,14.212110884258287
950,14.288268100828992
951,14.365955032030252
952,14.445185366385015
953,14.525975076686585
954,14.608340684012322
955,14.69229895018514
956,14.777865975353395
957,14.865057259989975
958,14.95388955714896
959,15.04438032777944
960,15.136547133578445
961,15.23040817473018
962,15.325981744181066
963,15.423286616874018
964,15.522343178013783
965,15.623172564532767
966,15.725795363173878
967,15.83023143985219
968,15.936499121134629
969,16.044615425337984
970,16.15459769982577
971,16.26646366318456
972,16.38023172452462
973,16.495921472122607
974,16.613553049342098
975,16.733147741827047
976,16.85472880985938
977,16.978320923170763
978,17.103949584600404
979,17.23164050435403
980,17.361418138219392
981,17.493305731184652
982,17.62732624834794
983,17.76350183525825
984,17.90185379791849
985,18.042402653329408
986,18.185167356131274
987,18.330165702312552
988,18.477415063274368
989,18.62693180694452
990,18.77873067259484
991,18.93282450376613
992,19.089223365630996
993,19.24793491891404
994,19.408965774553085
995,19.572321568475225
996,19.738007459412486
997,19.906028547740476
998,20.07638935372372
999,20.249094668328265
1000,20.424150720151676
1001,20.601564637009254
1002,20.78134375081951
1003,20.963495030884026
1004,21.14802348306715
1005,21.33493237221654
1006,21.524224631759356
1007,21.715902250713956
1008,21.909966171268525
1009,22.106416318755645
1010,22.305250447876862
1011,22.506464744207776
1012,22.71005506316858
1013,22.91601636682815
1014,23.124342336011544
1015,23.33502506023385
1016,23.548053632932113
1017,23.763414614815126
1018,23.981093468948778
1019,24.201074511421158
1020,24.42334161595922
1021,24.64787848497486
1022,24.87466778848982
1023,25.103692008300552
1024,25.334934486906057
1025,25.56837916484268
1026,25.80401063348699
1027,26.041813632961144
1028,26.281771478565304
1029,26.52386626967954
1030,26.768079658719955
1031,27.0143925441925
1032,27.262785643866177
1033,27.513239540813288
1034,27.765733982333877
1035,28.02024844640313
1036,28.276762720238143
1037,28.53525662584405
1038,28.795709924053394
1039,29.05810207764743
1040,29.32241146549804
1041,29.588615591855486
1042,29.85669175800638
1043,30.126617225772396
1044,30.398369983410934
1045,30.671929138617475
1046,30.947274873898575
1047,31.224389019915705
1048,31.50325542002644
1049,31.783859923654436
1050,32.06619038006113
1051,32.35023612993682
1052,32.635986972599746
1053,32.92343303999482
1054,33.21256493430145
1055,33.50337351458056
1056,33.79585035064166
1057,34.089987441555934
1058,34.38577644645261
1059,34.68320906611612
1060,34.98227739723445
1061,35.282973777428424
1062,35.58529096943762
1063,35.889221624436246
1064,36.19475701645116
1065,36.50188716362704
1066,36.81060118519161
1067,37.120887456119185
1068,37.432734794572525
1069,37.746132675219584
1070,38.06107100735874
1071,38.377540815340154
1072,38.69553445376838
1073,39.015045984440356
1074,39.33607197147096
1075,39.65861078608413
1076,39.982661182903996
1077,40.30822209415942
1078,40.635292099147584
1079,40.963869555529485
1080,41.29395415576546
1081,41.62554650746763
1082,41.958647448198434
1083,42.293258430289306
1084,42.62938097753739
1085,42.967016712281435
1086,43.30616796972523
1087,43.64683696290048
1088,43.98902465347929
1089,44.3327305936225
1090,44.677952464070195
1091,45.02468634656005
1092,45.37292815670103
1093,45.72267365758311
1094,46.07391844128919
1095,46.426658187005756
1096,46.78088786874662
1097,47.136601941455375
1098,47.493794816712104
1099,47.85246013163113
1100,48.21259009474903
1101,48.57417517889755
1102,48.93720345176212
1103,49.30166070155075
1104,49.66753130442408
1105,50.034797975567045
1106,50.40344157787698
1107,50.773441217371015
1108,51.144773657343244
1109,51.5174132573339
1110,51.891332076392885
1111,52.266499412066835
1112,52.642881448906934
1113,53.020441016820094
1114,53.39913719232152
1115,53.778925736897875
1116,54.159760184350844
1117,54.54159229497621
1118,54.924372844199425
1119,55.30805198394231
1120,55.69257876955604
1121,56.07790181850547
1122,56.46396996011675
1123,56.85073174662124
1124,57.238134977284425
1125,57.626126394123
1126,58.0146509202993
1127,58.40365215291673
1128,58.79307386744285
1129,59.18286007194446
1130,59.57295534964225
1131,59.96330499235338
1132,60.353853886147164
1133,60.744546447398676
1134,61.13532645799119
1135,61.52613642613888
1136,61.91691748910705
1137,62.307608557862224
1138,62.698145072610195
1139,63.08845958858222
1140,63.47848308713686
1141,63.868145483306094
1142,64.25737704923799
1143,64.64610808064765
1144,65.03426680116125
1145,65.42178002312838
1146,65.80857360216133
1147,66.19457197774247
1148,66.57969906948122
1149,66.96387774397064
1150,67.3470284707634
1151,67.72907025095567
1152,68.10992181663825
1153,68.48950204444412
1154,68.86773138805084
1155,69.24453174862167
1156,69.61982496352417
1157,69.99353309801279
1158,70.36557819957027
1159,70.73588239833121
1160,71.10436946780382
1161,71.47096418755554
1162,71.83559122237715
1163,72.19817580966969
1164,72.5586439602446
1165,72.9169231976151
1166,73.27294463086413
1167,73.62664258797913
1168,73.97795336458502
1169,74.3268158197145
1170,74.6731711037109
1171,75.01696273193593
1172,75.35813786492068
1173,75.69664685572216
1174,76.03244252976893
1175,76.36548069320274
1176,76.69572021858566
1177,77.02312361024764
1178,77.34765850541946
1179,77.66929716607892
1180,77.98801520068147
1181,78.30379115176784
1182,78.61660491389439
1183,78.92643753318808
1184,79.23327229254319
1185,79.53709343193114
1186,79.83788497599475
1187,80.13563116696375
1188,80.43031650951403
1189,80.7219263970029
1190,81.01044890163067
1191,81.29587387696398
1192,81.57819079041056
1193,81.8573887857005
1194,82.13345582862586
1195,82.40637866661591
1196,82.67614473201388
1197,82.94274185867695
1198,83.20615809078214
1199,83.46638251607875
1200,83.72340515270837
1201,83.97721831077426
1202,84.22781900911004
1203,84.4752082801153
1204,84.71938956758643
1205,84.96036830258745
1206,85.19814978378372
1207,85.4327399919954
1208,85.66414896368619
1209,85.89238965545672
1210,86.117477008114
1211,86.33942854681226
1212,86.55826286226528
1213,86.77400069892758
1214,86.98666778937671
1215,87.19629355615245
1216,87.40290944192388
1217,87.60654862696157
1218,87.80724376342543
1219,88.00502729127025
1220,88.19993384693599
1221,88.3919995544336
1222,88.58126205579362
1223,88.76776037672585
1224,88.95153266651614
1225,89.13261739946203
1226,89.31105576016493
1227,89.48689087628205
1228,89.66016772812979
1229,89.8309322723117
1230,89.9992281013634
1231,90.16509720903035
1232,90.32858215343116
1233,90.48972493561031
1234,90.64856722749514
1235,90.80515027612005
1236,90.9595129111817
1237,91.111692571146
1238,91.26172717703906
1239,91.40965435041461
1240,91.55551111495234
1241,91.69933334836725
1242,91.84115345060422
1243,91.98100106740752
1244,92.11890512110674
1245,92.25489402535395
1246,92.38899745793998
1247,92.52124668604802
1248,92.65167308112657
1249,92.78031004807899
1250,92.90719523442293
1251,93.03237011691701
1252,93.15588007868988
1253,93.27777378534371
1254,93.39810060398135
1255,93.51691204010594
1256,93.63426500204561
1257,93.75022149153139
1258,93.86484949604055
1259,93.97822310949469
1260,94.09041994407032
1261,94.20152192273801
1262,94.3116164961763
1263,94.42079557059063
1264,94.52915554711787
1265,94.63679589883532
1266,94.7438158920597
1267,94.85031556633086
1268,94.95639810480831
1269,95.06217009497801
1270,95.16774390578439
1271,95.27323675795584
1272,95.37876649538147
1273,95.48445327742648
1274,95.59042144507929
1275,95.69679856610504
1276,95.80371680938384
1277,95.91131131910866
1278,96.01971576355493
1279,96.12906378954789
1280,96.23949145681541
1281,96.35113677448548
1282,96.46414177461962
1283,96.57865217794031
1284,96.6948143279334
1285,96.81277631497407
1286,96.93268883927543
1287,97.05470476275981
1288,97.17898057246512
1289,97.30567483399675
1290,97.43494465883406
1291,97.56694653783718
1292,97.70183743908328
1293,97.83977556925417
1294,97.98092418226415
1295,98.1254509717919
1296,98.27352519383408
1297,98.42531953521771
1298,98.58101086862222
1299,98.74077959704147
1300,98.90481069510652
1301,99.07329188435129
1302,99.2464098974122
1303,99.42435145126271
1304,99.60730512341144
1305,99.79546108913465
1306,99.98901312567828
1307,100.1881583994358
1308,100.39309498199447
1309,100.60402240215508
1310,100.82114138276923
1311,101.04465288639578
1312,101.27475846958987
1313,101.51165856742305
1314,101.7555498003487
1315,102.00662537643451
1316,102.26507608922522
1317,102.53109065732659
1318,102.80485800492394
1319,103.08656641494723
1320,103.37640048721414
1321,103.67454187539356
1322,103.98116925627916
1323,104.29645740251489
1324,104.62057800998112
1325,104.95369821263242
1326,105.29597795272097
1327,105.64757054621057
1328,106.00862354830377
1329,106.37927897894741
1330,106.75967539429034
1331,107.14994777872684
1332,107.55022602493406
1333,107.96063537999436
1334,108.38129578641426
1335,108.81232209426695
1336,109.25382581716964
1337,109.70591380832164
1338,110.16868626380429
1339,110.64223747766965
1340,111.1266562669058
1341,111.62202753427395
1342,112.12843642395472
1343,112.64596818574695
1344,113.17470660293516
1345,113.714735357688
1346,114.26613746180834
1347,114.82899480895396
1348,115.40338895877395
1349,115.9893996436364
1350,116.5871028086579
1351,117.19657110921308
1352,117.81787481206375
1353,118.45108286804364
1354,119.09626601978935
1355,119.75349707773057
1356,120.42284978644976
1357,121.10439869835032
1358,121.7982166235562
1359,122.50437455432967
1360,123.2229431556459
1361,123.95399089770542
1362,124.69758281224111
1363,125.45378156281127
1364,126.222648462591
1365,127.00424571772302
1366,127.79864084872435
1367,128.60590649909994
1368,129.42611805651237
1369,130.25935478482418
1370,131.10569887496402
1371,131.96523439927932
1372,132.8380479538819
1373,133.7242269608314
1374,134.62385776205133
1375,135.53702636279982
1376,136.46381977940575
1377,137.4043263382527
1378,138.35863712900004
1379,139.32684634810073
1380,140.3090502147662
1381,141.30534713788686
1382,142.31583698796612
1383,143.34062043787287
1384,144.37979894172886
1385,145.43347378037168
1386,146.50174520218815
1387,147.5847136741854
1388,148.68248230530114
1389,149.79515865502557
1390,150.9228578554836
1391,152.06570352075883
1392,153.22382653926903
1393,154.39736659584534
1394,155.5864727100156
1395,156.79130140793117
1396,158.0120148089853
1397,159.2487788868396
1398,160.5017609714056
1399,161.77113009390004
1400,163.05705991282872
1401,164.3597285373672
1402,165.67931931550598
1403,167.0160216865083
1404,168.37002971204217
1405,169.74154185972628
1406,171.1307600124671
1407,172.53788777858892
1408,173.96312903157138
1409,175.40668690556964
1410,176.86876343674976
1411,178.34956070371524
1412,179.8492840127076
1413,181.36814344496096
1414,182.90635577650608
1415,184.46414564117066
1416,186.04174426636985
1417,187.63938962999273
1418,189.25732553966319
1419,190.89579956514234
1420,192.55506112490687
1421,194.23536067238382
1422,195.9369499356406
1423,197.6600819206766
1424,199.40501242118435
1425,201.17200046011368
1426,202.96130812568114
1427,204.77320145287106
1428,206.60795039194176
1429,208.46582797479576
1430,210.34710888556964
1431,212.25206862182898
1432,214.18098257143922
1433,216.13412568522853
1434,218.11177344488254
1435,220.11420299633383
1436,222.14169558311283
1437,224.19453849078423
1438,226.27302688139244
1439,228.3774652270169
1440,230.50816728550214
1441,232.66545695291435
1442,234.84966849807452
1443,237.06114511519291
1444,239.30023690202864
1445,241.56730025264972
1446,243.86269758790024
1447,246.18679781324983
1448,248.53997900024652
1449,250.92262914543716
1450,253.3351469328285
1451,255.77794263518555
1452,258.2514370768805
1453,260.75606088127483
1454,263.2922526962817
1455,265.86045808839697
1456,268.4611291265129
1457,271.0947231009269
1458,273.76170209079186
1459,276.46253458697464
1460,279.19769866079673
1461,281.9676842506962
1462,284.7729964244064
1463,287.61415601524993
1464,290.49169718077985
1465,293.4061683660215
1466,296.35813208636756
1467,299.3481615846847
1468,302.3768375686779
1469,305.4447452188759
1470,308.5524704295124
1471,311.7005992068201
1472,314.8897201048188
1473,318.1204213981139
1474,321.39328799273574
1475,324.7089015971972
1476,328.06783894245854
1477,331.4706707833294
1478,334.91796233056743
1479,338.41026875753283
1480,341.9481283120413
1481,345.53206062626236
1482,349.1625647760866
1483,352.8401198884267
1484,356.56519174318623
1485,360.3382331689157
1486,364.15968415284414
1487,368.0299738882413
1488,371.94951826435874
1489,375.91872191130756
1490,379.9379819135076
1491,384.00768125025587
1492,388.1281790156197
1493,392.2998059947914
1494,396.52285681965986
