time,QN
283,7.941981020087593
284,8.069429546247216
285,8.197309021318759
286,8.32550993323161
287,8.453915699345435
288,8.582380945078276
289,8.710748363964097
290,8.838850172719086
291,8.96651578269019
292,9.093599471488481
293,9.219964948294889
294,9.345451018287237
295,9.46987401866544
296,9.593019383246572
297,9.714639586996906
298,9.834480742248616
299,9.952273406976198
300,10.06771761531899
301,10.180503789130956
302,10.290329780312529
303,10.396917988143464
304,10.500051158948468
305,10.599561800131843
306,10.695292572457491
307,10.787104539884803
308,10.874874706329734
309,10.958485648411719
310,11.037843161535495
311,11.11285312898737
312,11.183381698820623
313,11.249279813829832
314,11.310419965388444
315,11.366700904288475
316,11.418075976243312
317,11.464547741864603
318,11.50612076033358
319,11.542820275107688
320,11.574713080855371
321,11.601888833741818
322,11.62446300542252
323,11.642563996495058
324,11.656296678175904
325,11.66576058480251
326,11.67108740927476
327,11.672436237349114
328,11.670003508900885
329,11.66402298781773
330,11.654732133827617
331,11.642382301851878
332,11.627255455581523
333,11.609639806535476
334,11.589811644266282
335,11.568016979188203
336,11.544432338192419
337,11.519179529594885
338,11.492373823242925
339,11.464119277527278
340,11.434517721492714
341,11.40368072751195
342,11.37170626988322
343,11.338707270090403
344,11.304857311164827
345,11.270362250709871
346,11.235421101636174
347,11.2002169674133
348,11.164878205489414
349,11.129486949556103
350,11.094136623182347
351,11.058908317381375
352,11.023847100724952
353,10.988981048984572
354,10.954310596672558
355,10.919822408139778
356,10.885530760208445
357,10.851454533415222
358,10.817576083325864
359,10.783845998514648
360,10.750170079925168
361,10.716410443276898
362,10.682424109074649
363,10.64805325973199
364,10.613110148892073
365,10.577403196357672
366,10.540753622929207
367,10.503016997544703
368,10.464126933580973
369,10.424077513626765
370,10.382870810064086
371,10.340519571173994
372,10.29703279033549
373,10.252401893223363
374,10.206625923972796
375,10.159676101362717
376,10.111441926240241
377,10.061761632161753
378,10.010464688909051
379,9.957380341871778
380,9.90238023714789
381,9.845368494869879
382,9.78621716504782
383,9.724794118259894
384,9.660992248093896
385,9.594709767191272
386,9.525864030360475
387,9.454380661201444
388,9.38015267550079
389,9.303067557178293
390,9.223053096047531
391,9.1400753619459
392,9.054155365468874
393,8.965369123078307
394,8.873807384134691
395,8.77958575099852
396,8.682858775139799
397,8.583792779836152
398,8.482549766631635
399,8.37926146217593
400,8.27397921627201
401,8.166691527485117
402,8.057377467714717
403,7.946000468466241
404,7.832521028823039
405,7.71691187767731
406,7.599134077870816
407,7.479176231653946
408,7.357115307541929
409,7.2330845096080365
410,7.1072246649704
411,6.97967989652682
412,6.850558272370596
413,6.719940643957982
414,6.587948007808308
415,6.454712503842844
416,6.320343657920316
417,6.184951108407921
418,6.048635176713998
419,5.911496296015015
420,5.773676000139902
421,5.6353282471629
422,5.496567379590573
423,5.3574680181731145
424,5.218046041180816
425,5.078256601066804
426,4.938036528829213
427,4.7972915235646765
428,4.65587857900134
429,4.513635710938352
430,4.370400799535726
431,4.226040693009954
432,4.080508173864573
433,3.9338246512616992
434,3.7860230618310142
435,3.6371596020330714
436,3.487306213341902
437,3.3365346359695534
438,3.184941350948848
439,3.032608181347345
440,2.879537660817579
441,2.7256882614163302
442,2.571029178205875
443,2.415542829758137
444,2.2592629866369593
445,2.1022666241735144
446,1.9446033234630278
447,1.7863236034779613
448,1.627513267788
449,1.4682671799540499
450,1.3086951499504222
451,1.1489095192020147
452,0.988979368197637
453,0.8289601670942847
454,0.6689510153484733
455,0.5090947674777716
456,0.3495990976608125
457,0.19073838881430483
458,0.03280581296687732
459,-0.12387062966531913
460,-0.2789057213063308
461,-0.4318897121177126
462,-0.5824087794153694
463,-0.7300749382368199
464,-0.8745874344187853
465,-1.0157130213241414
466,-1.1532222265412324
467,-1.286902221006048
468,-1.4165493819168196
469,-1.5419532534169265
470,-1.6629267348279106
471,-1.779266722856615
472,-1.8906884314516514
473,-1.996863491855541
474,-2.0974755881388925
475,-2.192225508891661
476,-2.280874178154281
477,-2.363232642460243
478,-2.4390868186347205
479,-2.5082256664546847
480,-2.5704729632831
481,-2.625661708100988
482,-2.673645850851155
483,-2.7142856919352045
484,-2.747399213874973
485,-2.7727944641228914
486,-2.7903273131998065
487,-2.799903323780776
488,-2.8015036764986685
489,-2.795185068400801
490,-2.781026860851622
491,-2.759148243736758
492,-2.72973014539154
493,-2.6929840842290687
494,-2.6491386982406824
495,-2.5984107151826397
496,-2.540944109078087
497,-2.4768333621946215
498,-2.406187633862564
499,-2.3291216512507487
