Aachen-Orsbach;STAT;JJJJMMDD;QN;TG;TN;TM;TX;RFM;FM;FX;SO;NM;RR;PM
10505;20180317;3;-4;-3,5;-2;0,3;87,4;5;15,6;0;7,8;0,1;975,5;
10505;20180316;3;0,5;0,2;6;9,6;95,4;3;8,7;0,1;7,8;4,6;973,4;
10505;20180315;3;1,5;3,4;6,8;10,7;75,8;4;12,1;1,2;7,7;4,7;969,2;
10505;20180314;3;-1,8;1,3;6,1;10,8;81,6;3;9,2;4,9;4,7;0;981,8;
10505;20180313;3;3,2;3,3;5,1;7,7;96,8;4;16;0;7,8;12,9;975,9;
10505;20180312;3;6,9;7,6;10,1;12,8;79,8;4;15,6;3,2;7;3,3;965,9;
10505;20180311;3;7,2;8,2;11,5;13,8;83;3;13,7;0,7;6,8;0,1;967,5;
10505;20180310;3;7,9;9,5;11,4;14,3;83,1;4;12,4;0,7;7,1;0,3;973,3;
10505;20180309;3;1,1;2,5;6;9,7;87,3;3;9,6;0;7,6;2,5;978;
10505;20180308;3;0,8;2,2;4,1;7,8;86,7;4;16,6;2,9;4;5,8;973,7;
10505;20180307;3;-1,8;2;4,8;7,4;86,3;3;15,3;0,3;6,9;3,4;967,5;
10505;20180306;3;0;3,9;7,3;10,6;76,1;3;8,2;0,9;6,5;0;963,8;
10505;20180305;3;-1,3;3,5;6,9;11;76,3;3;12,2;4,7;5,8;0;966,6;
10505;20180304;3;-0,8;1;7;12,6;74,1;3;14,7;5,6;5,8;0;967,3;
10505;20180303;3;-4,6;-3,9;-0,5;3,4;89,5;3;8,4;5,6;6,7;0,1;967,9;
10505;20180302;3;-4,5;-5;-3,7;-1,6;64,4;5;18,1;0;8;1,8;968;
10505;20180301;3;-8,1;-7,7;-4,5;-0,4;49,1;6;19,7;6,8;7,4;0;975,9;
10505;20180228;3;-13,1;-10,8;-7,5;-3,8;59,4;4;17,7;9,7;2,3;0;988,6;
10505;20180227;3;-14,5;-9,1;-6;-2,4;64,7;3;12,6;9,5;2;0;992,1;
10505;20180226;3;-9,1;-7,3;-5,4;-2,6;72,1;4;13,2;2,6;5,2;0,1;998,1;
10505;20180225;3;-7,8;-6,4;-3,7;-0,3;52,2;5;14,4;9,7;1,2;0;997,9;
10505;20180224;3;-7,3;-5,6;-1,7;3,8;54,9;5;17,8;8,5;1,8;0;993,7;
10505;20180223;3;-6,6;-4,6;-1,6;1,7;64,1;4;14,6;9,6;0;0;991,7;
10505;20180222;3;-6,5;-4,2;-1;3,1;75,4;4;11,6;9;0,7;0;993,3;
10505;20180221;3;-6,5;-4,1;-0,7;3;79,5;3;7,7;8,6;1,1;0;994,9;
10505;20180220;3;-4,8;-1,7;1;4;79,7;2;6;2;6,5;0;989,9;
10505;20180219;3;-7,1;-2,4;0,6;3,9;78,8;2;3,9;0,8;7,3;0;991,1;
10505;20180218;3;-5;-0,9;2,5;7;73,3;2;7,7;7,9;1,7;0;996,8;
10505;20180217;3;-3,7;-1,1;1;4,1;85,2;3;6,9;3,8;5,5;0;994,6;
10505;20180216;3;-4,1;-1,1;3;6,6;82,2;2;6,9;7,9;2,2;0;996,6;
10505;20180215;3;-0,6;0,9;4,1;7,2;89,5;4;16,8;0;7,2;2,6;984,5;
10505;20180214;3;-5,6;-2,8;1,2;4,5;60,4;3;13,8;8,7;2,9;3,4;985,8;
10505;20180213;3;-4,3;-1,7;0,8;3,8;70,7;3;12,1;8,9;0,5;0;984,1;
10505;20180212;3;-1,5;-0,3;0,9;3,4;84,3;4;12,2;2,7;5,4;0;985,4;
10505;20180211;3;-0,4;0;2,4;4,9;87;5;19,9;0;7,4;0,7;975,6;
10505;20180210;3;-0,6;0;0,8;2,4;91,8;4;12,7;1,3;7,5;2;986,2;
10505;20180209;3;-5,3;-3,7;-1,3;0,5;81,2;4;13;6,8;5,5;0,2;985,7;
10505;20180208;3;-16,7;-8,3;-3,6;0,1;79;2;5,6;6,9;2,1;0;991,5;
10505;20180207;3;-16,9;-6,4;-3,8;-1,8;89,5;2;4,8;2,5;4,1;0;987,8;
10505;20180206;3;-4,7;-3,7;-2,6;-1,6;92,3;3;8,9;0;6,6;1,5;985,7;
10505;20180205;3;-4,6;-3,4;-1,3;2,1;82,5;4;10,2;6,4;2,4;0;994,9;
10505;20180204;3;-3,4;-2,4;-1,1;1,5;90,4;3;8,4;0,2;7,2;0,6;990,1;
10505;20180203;3;-0,8;0,7;1,7;3,2;96,3;2;8,3;0,1;7,4;1,3;979,3;
10505;20180202;3;0,1;0,5;1,8;3,1;97,8;4;12,5;0;7,8;6,8;976,4;
10505;20180201;3;-0,4;0,9;1,7;3,5;89,5;4;15,4;2,4;3,5;1;973,5;
10505;20180131;3;1,2;2,5;6,6;8,8;93,3;5;19,1;0;7,7;11,2;979,9;
10505;20180130;3;-0,9;1,5;4,8;8;89,4;3;12;3,6;6,3;0,7;999,4;
10505;20180129;3;4;4,7;8,4;9,2;87,8;5;17,4;0;7,5;2,2;999,5;
10505;20180128;3;3,7;4;6,9;9,5;95,9;5;16,4;0,1;7,5;0,1;1002,7;
10505;20180127;3;2,7;3,8;5,3;7,6;84,4;3;17,1;6,4;6;0,4;1001,1;
